date,username,tweet,Subjectivity,Polarity,Analysis
2022-10-07 0:21:04,buana_berita,Jokowi Review Tahura Ngurah Rai Lokasi G20 Bali Summit 2022,0,0,Neutral
2022-10-06 23:48:05,BJKT4Terpercaya,Teman Bumn Green Energy Station GES Siap Delegasi G20 Summit Bali November 2022 Energizingyou Gespertamindukungung20 Energi Pertaminapimimpintransisi,0.4,0,Neutral
2022-10-06 23:28:51,BJKT1Terpercaya,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,0.45,0.21875,Positive
2022-10-06 23:27:19,posmetro_padang,siap succed g20 pln summit penargetan relokasi pltg grati bali selesai akhir Oktober,0.45,0.15,Positive
2022-10-06 23:09:40,wanara79,Hutan Mangrove G20 Summit Venue Bali,0,0,Neutral
2022-10-06 23:09:38,HanjuangXyz,Hutan Mangrove G20 Summit Venue Bali,0,0,Neutral
2022-10-06 23:04:46,mamavanenbas,"Membuka Konferensi Dunia ke -3 Ekonomi Kreatif Kamis 6 Oktober 2022 Presiden Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Regency, Badung Regency, para pemimpin dunia yang dilintasi menghadiri KTT G20 November 2022",0.5,0.25,Positive
2022-10-06 23:03:02,tauberitamedia,Tito Ingin Pastikan Konstruksi TPST Selesai Konferensi KTT G20 Konferensi Tinggi Diadakan Bali,0.32,0.18,Positive
2022-10-05 9:38:32,tempodotco,Menteri Koordinasi Luhut Binsar Pandjaitan menugaskan Pemerintah Provinsi Bali mengurangi mobilisasi masyarakat Tempobusnis G20 KTT,0,0,Neutral
2022-10-05 9:35:42,GNurhazrati,"Pemegang Indonesia G20 Presiden terus memantau perkembangan global termasuk situasi geopolitik di depan implementasi G20 Summit diadakan Bali November OnePiece1062 Kanker 5 Oktober, BTS Army Gryffindor Telkomsel Run BTS",0,0,Neutral
2022-10-05 9:35:21,IdJurnalis,66 SPKLU Disiapkan secara khusus Delegasi KTT G20 Delegasi Bali,0.9,0.8,Positive
2022-10-05 9:26:41,BumnPsrJitu,"Teman Bumn Green Energy Station GES Siap melayani G20 Delegasi KTT Bali November 2022 Membutuhkan Kegiatan G20, Sebagian besar menggunakan Enertisasiyyyyyout Kendaraan Listrik Gespertamindukung20 Pertaminpintransisi Energi",0.4333333333,0.1666666667,Positive
2022-10-05 9:23:26,kalanganiseng,G20Indonesia Pemerintah Menggunakan Mobil Listrik G20 Bali Summit,0,0,Neutral
2022-10-05 9:21:00,IDNdihatiku,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 KTT Awal Hotel Hotel Tersebar Nusa Dua Beberapa daerah juga siap menyambut G20 Summit siap berhasil Jepang mandala Krida G20 Pintu KTT 13 Jokowipresidenku JokowihiBat,0.425,0.275,Positive
2022-10-05 9:20:00,rakyatkuatt,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 KTT Awal Hotel Hotel Tersebar Nusa Dua Beberapa daerah juga siap menyambut G20 Summit siap berhasil Jepang mandala Krida G20 Pintu KTT 13 Jokowipresidenku JokowihiBat,0.425,0.275,Positive
2022-10-05 9:13:48,BUMN_SLWS_TEPAT,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,0.45,0.21875,Positive
2022-10-05 9:08:11,WendyTangmar,negara tragedi tambahan Dunia primitif masih disajikan ketua bioskop elektronik 42-botol.,0,0,Neutral
2022-10-05 9:07:04,antarabiz,Tinjau Persiapan G20 Summit Bali Luhut Patent,0,0,Neutral
2022-10-05 9:06:09,BUMN_Manado_Ayo,Pertamina Ready Serve G20 Summit Delegation Bali November 2022 Membutuhkan Kendaraan Listrik G20 Gespertaminadukungg20 Kegiatan,0.5,0.2,Positive
2022-10-05 8:56:57,FaGtng,Telkomsel disiapkan kecepatan unduh 4g Beberapa daerah Bali mencapai 100 mbps 4 kali lebih cepat kecepatan unduhan nasional bekerja puncak acara puncak g20 summit,0,0,Neutral
2022-10-05 8:52:20,Faktorutama,Sandiaga Uno Persiapan Bali Welcome 50 00 Delegasi Guil Glight G20 Hampir mencapai titik kulminasi,0.9,0.8,Positive
2022-10-05 8:42:13,antaranews,Menteri Koordinasi Investasi Urusan Maritim Luhut Binsar Pandjaitan menilai persiapan Indonesia G20 Summit Bali November 2022 Mengalami Kemajuan Baik,0.75,0.75,Positive
2022-10-05 8:17:28,Gajah_Mada01,Implementasi Dukungan G20 Summit Bali Kominfo Mendukung Telekomunikasi Infrastruktur Peningkatan Kecepatan Internet Seluler 4G Memfasilitasi Pengaturan Jaringan 5G Kabel Udara Persiapan Jaringan Cadangan,0,0,Neutral
2022-10-05 8:00:47,PtBerita,Menparekraf memastikan kesiapan mengakomodasi delegasi puncak G20,0,0,Neutral
2022-10-05 7:51:03,wahananewsdotco,"bmkg memasang gempa bumi gempa bumi menuju puncak G20, lokasi Bali kttg20",0,0,Neutral
2022-10-05 7:29:48,sandiuno,"Kunjungan Kerja Kemarin Bali, Diadakan Pertemuan Koordinasi Bersama Finalisasi Mempersiapkan Implementasi Teknik G20 Program Pasangan KTT 15 November 1622 Dirancang Khusus Level Negara Bagian 24 Level",0.1,0,Neutral
2022-10-05 7:25:22,Marbot_Udien,Informasi Komunikasi Kementerian Mempersiapkan Pusat Media Menampung 1 500 Jurnalis Meliput Konferensi Tingkat Tinggi G20 Summit Bali International Convention Center BICC NUSA Dua Provinsi Bali 15 November 1622,0.185,-0.01,Negative
2022-10-05 7:06:15,NoviRoose,Pemerintah Indonesia terus menyelesaikan persiapan G20 Summit Bali Economic.,0.2,0.2,Positive
2022-10-06 23:01:18,mamavanenbas,"Presiden Ulasan Nomor Fasilitas Dukungan Kesiapan G20 Bali 2022 Acara KTT, Presiden berharap persiapan dilakukan G20 Bali 2022 Summit, berjalan dengan lancar",0.5,0.4,Positive
2022-10-06 22:57:38,KartumerahNews,Ahead G20 Summit Bali Menteri Dalam Negeri Tito Karnavian Meninjau Konstruksi Kesiman Kertalang TPST,0,0,Neutral
2022-10-06 22:50:50,BesongSatu,Ulasan Presiden Tahura Ngurah Rai Bali One Places Seri G20 Bali 2022 Tahura Ngurah Rai Summit Place Menampilkan Dunia Lingkungan Perhatian Indonesia,0,0,Neutral
2022-10-06 22:48:39,Batman_Monyok,Meninjau Tahura Ngurah Rai Presiden Menunjukkan Kepedulian Indonesia Lingkungan Presiden Meninjau Tahura Ngurah Rai Bali One Places Serial Bali G20 KTT 2022,0,0,Neutral
2022-10-06 22:44:01,retnosetyow4t,"Presiden Joko Widodo meninjau nomor kesiapan fasilitas fasilitas G20 Bali 2022 Summit. Presiden berharap persiapan membawa G20 Bali 2022 Summit, berjalan dengan lancar",0.5,0.4,Positive
2022-10-06 22:38:05,retnosetyow4t,Membuka Konferensi Dunia ke -3 Ekonomi Kreatif Kamis 6 Oktober 2022 Presiden Joko Widodo Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Bali Kabupaten Lulus Pemimpin Dunia Hadiri KTT G20 November,0.5,0.25,Positive
2022-10-06 22:33:12,masakoyayam,Mari kita mendukung implementasi Summit G20 Indonesia yang diadakan di Bali Partai Popper,0,0,Neutral
2022-10-06 22:20:03,hariankompas,Presiden Joko Widodo Meninjau Implementasi Persiapan G20 Bali KTT Menteri Kabinet Indonesia Juga Pertama Memantau Persiapan Persiapan 10 persen Adadikompas Polhuk,0.3333333333,0.25,Positive
2022-10-06 22:19:58,humas_selbar,Peran Bali Polisi Regional Hubungan Masyarakat Implementasi Informasi Tombak G20 Summit Precision Public Relations Bagian Organisasi Fungsi Membangun Kerjasama Komunikasi Partai Terkait Publik Cetak Media Online,0.15,0,Neutral
2022-10-06 22:19:50,KompasData,Presiden Joko Widodo Meninjau Implementasi Persiapan G20 Bali KTT Menteri Kabinet Indonesia Juga Pertama Memantau Persiapan Persiapan 10 persen Adadikompas Polhuk,0.3333333333,0.25,Positive
2022-10-06 22:17:36,klikwarta_com,Tinjauan Persiapan Infrastruktur Presiden Jokowi Bali Siap Selamat Datang G20 KTT,0.7,0.5,Positive
2022-10-06 22:10:59,kemenkomarves,"Know Place One Places Serial Indonesia G20 Summit Bali November 2022, Tarik Lagi, Mengalami Banyak Perubahan Persiapan Sake Menyambut Indonesia",0.7,0.65,Positive
2022-10-06 22:02:35,NewMitrapol,Tinjauan Persiapan Infrastruktur Presiden Jokowi Bali Siap Selamat Datang G20 KTT,0.7,0.5,Positive
2022-10-06 21:50:46,RianPertamax,Persiapan Internet Infrastructure Summit G20 Bali 99 1 persen pulih lebih cepat kenaikan lebih kuat,0,0,Neutral
2022-10-06 21:47:27,MLindazahra,Persiapan Internet Infrastructure Summit G20 Bali 99 1 persen pulih lebih cepat kenaikan lebih kuat,0,0,Neutral
2022-10-06 21:47:01,KemenPU,"DEPAN KTT Presiden Indonesia November, Menteri PUPR BASUKI Hadimuljono Menemani Presiden Review Nomor Kesiapan Infrastruktur Bali Kamis 6 10 Tahura Ngurah Rai Mangrove Area Garuda Wisnu Kencana GWK Area GWK",0,0,Neutral
2022-10-06 21:43:38,BJKT2Terpercaya,"Teman Bumn Green Energy Station GES Siap melayani G20 Delegasi KTT Bali November 2022 Membutuhkan Kendaraan G20 Aktivitas, Sebagian besar menggunakan kendaraan listrik ramah lingkungan",0.45,0.21875,Positive
2022-10-06 21:40:02,KompasEkonomi,"ke depan G20 Bali Summit, lihat hal -hal penting berikut",0.55,0.2,Positive
2022-10-06 21:37:46,PostingnewsId,AHM Mempersiapkan 20 Skuter Listrik PT Astra Honda Motor G20 Summit Menyerahkan 20 Honda PCX Unit Listrik Bali Badan Transportasi Provinsi Kendaraan Operasional Petugas Konferensi Penahan Persiapan,0,0,Neutral
2022-10-06 21:37:27,Deje_Vendra,"Presiden Jokowi Meninjau Nomor Kesiapan Fasilitas Dukungan G20 Bali 2022 Summit mengatakan Tahura Ngurah Rai menunjukkan lingkungan presiden kepedulian Indonesia, berharap persiapan dilakukan implementasi G20 Bali 2022 KTT.",0,0,Neutral
2022-10-06 21:26:42,Deje_Vendra,Membuka Konferensi WCCE WCCE Kreatif WCCE ke -3 Kamis 6 Oktober 2022 Presiden Jokowi Meninjau Infrastruktur Jalan Pembangunan Nusa Dua Area Badung Regency Bali Provinsi Lulus Para Pemimpin Dunia November KTT G20 November mendatang,0.3333333333,0.1666666667,Positive
2022-10-06 21:18:03,humaspolsektbn,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:10:50,bnewsnet,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:08:53,ahimcakep,Meninjau Presiden Tahura Ngurah Rai menunjukkan lingkungan perhatian Indonesia meninjau nomor fasilitas kesiapan mendukung acara G20 Bali 2022.,0,0,Neutral
2022-10-06 21:08:23,bnewsnet,"memposting peran blog baru hubungan masyarakat bali, kepolisian regional precision precision g20 informasi implementasi puncak",0.2606060606,0.06818181818,Positive
2022-10-06 21:07:42,delapanenamcom,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:07:31,RianPertamax,Persiapan Internet Infrastructure Summit G20 Bali 99 1 persen pulih lebih cepat kenaikan lebih kuat,0,0,Neutral
2022-10-06 21:04:40,jagabalicom,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:04:29,bnewsnet,"memposting peran blog baru hubungan masyarakat bali, kepolisian regional precision precision g20 informasi implementasi puncak",0.2606060606,0.06818181818,Positive
2022-10-06 21:04:08,NewsCendana,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:03:57,rakyatnusantar4,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:03:56,delapanenamcom,Posting Blog Baru Peran Hubungan Masyarakat Bali Polisi Regional Polisi Precision G20 Informasi Implementasi KTT,0.2606060606,0.06818181818,Positive
2022-10-06 21:03:49,MLindazahra,Persiapan Internet Infrastructure Summit G20 Bali 99 1 persen pulih lebih cepat kenaikan lebih kuat,0,0,Neutral
2022-10-06 21:03:49,lintasbatasnews,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:01:08,ketiklagi,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 21:00:59,bnewsnet,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 20:56:26,ketiklagi,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-06 20:56:24,kabarlensa2021,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,0.06666666667,0,Neutral
2022-10-05 7:05:58,nvroost,Pemerintah Indonesia terus menyelesaikan persiapan G20 Summit Bali Economic.,0.2,0.2,Positive
2022-10-05 6:51:09,tempodotco,Sandiaga mempersiapkan 23 hotel G20 Delegasi KTT Bali Tempobusiness,0,0,Neutral
2022-10-05 6:48:58,Cah_Beler,Dukungan Keberhasilan Implementasi G20 Summit Bali Kemenkominfo Mendukung Telekomunikasi Infrastruktur Peningkatan Kecepatan Internet Seluler 4G Memfasilitasi Ekspansi 5G Pengaturan Jaringan Kabel Aerial Persiapan Jaringan Cadangan Cadangan,0,0.3,Positive
2022-10-05 6:44:04,Cah_Beler,Menteri Komunikasi Informasi Mengatakan Pusat Media Persiapan Kapasitas KTT G20 1 500 Pusat Media Terletak Bali International Convention Center BICC Hotel Westin Nusa Dua Bali Akan Beroperasi Mulai 13 November 2022,0.075,-0.05,Negative
2022-10-05 6:28:43,goseolcom,APAN AWORD G20 Summit Diperiksa Kesiapan Bandara Bali,0,0,Neutral
2022-10-05 6:27:16,kompascom,Menteri Koordinasi Marves Luhut Binsar Pandjaitan memantau persiapan di depan G20 Bali Summit November 2022,0,0,Neutral
2022-10-05 6:18:01,KompasEkonomi,Luhut Persiapan G20 Bali Summit Patent,0,0,Neutral
2022-10-05 6:00:33,nyeknih,Pemerintah Indonesia terus memancarkan persiapan G20 Summit Bali berjalan dengan lancar.,0.2,0.2,Positive
2022-10-05 6:00:19,Marquetalove,JOKOWI Lanjutkan menyelesaikan persiapan Seri Puncak Puncak G20 Konferensi Summit Bali Economitap.,0,0,Neutral
2022-10-05 6:00:02,_inibiann,Finalisasi Persiapan Puncak Seri G20 Acara Terjadwal Bali 15 November 1622 Ekonomi Ekonomi Memperkuat Mariberinvestadiindonesia,0,0,Neutral
2022-10-05 6:00:01,Ekspektasi6,Pemerintah Indonesia menyelesaikan Sorotan Persiapan G20 Summit Bali 15 November 1622 Ekonomi.,0.2,0.2,Positive
2022-10-05 6:00:01,fataqi_z,DEPAN KTT G20 Persiapan Bali Persiapan Ekonomi Ekonomi Berkelanjutan memperkuat kesuksesan,0.1,0.25,Positive
2022-10-05 6:00:00,zahro1945,Pemerintah Indonesia Memfokuskan Persiapan G20 Acara KTT Bali Economitap Memperkuat Mariberinvestadiindonesia,0,0,Neutral
2022-10-05 6:00:00,KamidiaD,Pemerintah Indonesia terus menyelesaikan Sorotan Persiapan G20 KTT Konferensi Tingkat Tinggi yang dijadwalkan berlangsung Bali 15 November 1622 Ekonomi.,0.37,0.18,Positive
2022-10-05 5:11:37,ZilaAr_,Mendukung Implementasi Keberhasilan G20 Summit Bali Kominfo Mendukung Telekomunikasi Infrastruktur Peningkatan Kecepatan Internet Seluler 4G Memfasilitasi Ekspansi Jaringan 5G,0.95,0.75,Positive
2022-10-05 4:42:08,BUMNMamujuJitu,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,0.45,0.21875,Positive
2022-10-05 4:37:52,AryPrasetyo_85,"Dukungan Implementasi Keberhasilan G20 Summit Bali, Mendukung Infrastruktur Telekomunikasi Meningkatkan Kecepatan 4G Fasilitasi Internet Seluler, Ekspansi Pengaturan Jaringan 5G",0,0.3,Positive
2022-10-05 4:11:04,21BeritaTerkini,DEPAN G20 LUHUT Summit Pemeriksaan Kesiapan Layanan Bandara Bali,0,0,Neutral
2022-10-05 3:39:32,Bisniscom,DEPAN G20 LUHUT Summit Pemeriksaan Kesiapan Layanan Bandara Bali,0,0,Neutral
2022-10-05 0:51:00,SINDOnews,Dukungan Konektivitas Pengorganisasian G20 Summit Bali Pt Telekomunikasi 4 Hal Sindonews Cerita,0,0,Neutral
