date,username,tweet_en,Subjectivity,Polarity,TextBlob
2022-10-05 08:42:13,antaranews,Coordinating Minister for Maritime Affairs and Investment Luhut Binsar Pandjaitan assessed the preparation of the Indonesian G20 Summit in Bali in November 2022 experienced good progress,0.75,0.75,Positive
2022-10-05 08:17:28,Gajah_Mada01,To support the implementation of the G20 Summit in Bali Kominfo supports telecommunications infrastructure through an increase in the 4G cellular internet speed facilitating the 5G network arrangement of aerial cables and the preparation of backup networks,0.0,0.0,Neutral
2022-10-05 08:00:47,PtBerita,Menparekraf Ensure readiness to accommodate the G20 Summit Delegation,0.0,0.0,Neutral
2022-10-05 07:51:03,wahananewsdotco,"BMKG Installing the Earthquake Anticipation of the Earthquakes Towards the G20 Summit, the location of Bali KTTG20",0.0,0.0,Neutral
2022-10-05 07:29:48,sandiuno,"During yesterday's work visit in Bali, we held a joint coordination meeting to finalize and prepare technically the implementation of the G20 Summit SPouse program on 15 November 1622 specifically designed for 24 Level Head of State Level",0.1,0.0,Neutral
2022-10-05 07:25:22,Marbot_Udien,The Ministry of Communication and Information prepares a media center that can accommodate up to 1 500 journalists covered the high level conference of the G20 Summit in the Bali International Convention Center BICC Nusa Dua Bali Province on 15 November 1622,0.18499999999999997,-0.010000000000000002,Negative
2022-10-05 07:06:15,NoviRoose,The Indonesian government continues to finalize the preparation of the G20 Summit in Bali Economic.,0.2,0.2,Positive
2022-10-06 23:01:18,mamavanenbas,"The President reviews a number of facilities readiness to support the G20 Bali 2022 Summit event, the President hopes that from all the preparations that have been carried out by the G20 Bali 2022 Summit, it can run smoothly",0.5,0.4,Positive
2022-10-06 22:57:38,KartumerahNews,ahead of the G20 Summit in Bali Minister of Home Affairs Tito Karnavian reviewed the construction of the Kesiman Kertalang TPST,0.0,0.0,Neutral
2022-10-06 22:50:50,BesongSatu,The President reviews Tahura Ngurah Rai Bali which will be one of the places for the series of the G20 Bali 2022 Tahura Ngurah Rai Summit will be a place to show Indonesia's concern for the environment to the world,0.0,0.0,Neutral
2022-10-06 22:48:39,Batman_Monyok,Reviewing Tahura Ngurah Rai The President shows Indonesia's concern for the President's environment reviewing Tahura Ngurah Rai Bali which will be one of the places for the series of the Bali G20 Summit 2022,0.0,0.0,Neutral
2022-10-06 22:44:01,retnosetyow4t,"President Joko Widodo reviewed a number of facility readiness to support the G20 Bali 2022 Summit. The President hopes that from all the preparations that have been carried out by the G20 Bali 2022 Summit, it can run smoothly",0.5,0.4,Positive
2022-10-06 22:38:05,retnosetyow4t,After opening the 3rd World Conference Creative Economy on Thursday 6 October 2022 President Joko Widodo reviewed the construction of road infrastructure in the Nusa Dua area of ​​Badung Bali Regency which will be passed by world leaders who attend the G20 Summit in November,0.5,0.25,Positive
2022-10-06 22:33:12,masakoyayam,Let's Support and Succeed in the Implementation of the Indonesian G20 Summit which will be held at the Bali Party Popper,0.0,0.0,Neutral
2022-10-06 22:20:03,hariankompas,President Joko Widodo reviewed the preparation for the implementation of the G20 Bali Summit before the Indonesian Cabinet Ministers also first monitored the preparation for the preparation for the only 10 percent of the Adadikompas Polhuk,0.6666666666666666,0.125,Positive
2022-10-06 22:19:58,humas_selbar,The role of the Bali Regional Police Public Relations is the spearhead of the information on the implementation of the G20 Summit which is precision of the public relations is a section or organization that functions to establish communication and cooperation with the public as well as related parties such as print and online media,0.22000000000000003,0.0,Neutral
2022-10-06 22:19:50,KompasData,President Joko Widodo reviewed the preparation for the implementation of the G20 Bali Summit before the Indonesian Cabinet Ministers also first monitored the preparation for the preparation for the only 10 percent of the Adadikompas Polhuk,0.6666666666666666,0.125,Positive
2022-10-06 22:17:36,klikwarta_com,Review the preparation of President Jokowi Bali's infrastructure is ready to welcome the G20 Summit,0.7,0.5,Positive
2022-10-06 22:10:59,kemenkomarves,"Did you know that this place will be one of the places of the series of Indonesian G20 Summit in Bali in November 2022, it will withdraw it again, this has experienced many changes and preparations for the sake of welcoming Indonesia",0.7,0.65,Positive
2022-10-06 22:02:35,NewMitrapol,Review the preparation of President Jokowi Bali's infrastructure is ready to welcome the G20 Summit,0.7,0.5,Positive
2022-10-06 21:50:46,RianPertamax,Preparation of Internet Infrastructure Summit G20 in Bali has 99 1 percent recovered faster to rise stronger,0.0,0.0,Neutral
2022-10-06 21:47:27,MLindazahra,Preparation of Internet Infrastructure Summit G20 in Bali has 99 1 percent recovered faster to rise stronger,0.0,0.0,Neutral
2022-10-06 21:47:01,KemenPU,"Ahead of Indonesia's president at the November Summit, Minister of PUPR Basuki Hadimuljono accompanied the President to review the readiness of a number of infrastructure in Bali on Thursday 6 10 of which were the Tahura Ngurah Rai mangrove area and the Garuda Wisnu Kencana Gwk area",0.0,0.0,Neutral
2022-10-06 21:43:38,BJKT2Terpercaya,"Friend BUMN Green Energy Station GES is ready to serve the G20 Summit delegates in Bali in November 2022 for the needs of Vehicles G20 activities, mostly using environmentally friendly electric vehicles",0.45,0.21875,Positive
2022-10-06 21:40:02,KompasEkonomi,"Ahead of the G20 Bali Summit, see the following important things",0.55,0.2,Positive
2022-10-06 21:37:46,PostingnewsId,AHM prepares 20 electric scooters for the PT Astra Honda Motor G20 Summit handing over 20 Honda PCX Electric units to the Bali Provincial Transportation Agency as operational vehicles for officers during the preparation until the holding of the Conference,0.0,0.0,Neutral
2022-10-06 21:37:27,Deje_Vendra,"President Jokowi reviews a number of readiness to support the facility of the G20 Bali 2022 Summit and said that Tahura Ngurah Rai shows Indonesia's concern for the President's environment, hoping that all preparations have been carried out in the implementation of the G20 Bali 2022 Summit.",0.0,0.0,Neutral
2022-10-06 21:26:42,Deje_Vendra,After opening the 3rd World WCCE Creative Economy WCCE conference on Thursday 6 October 2022 President Jokowi reviewed the development of road infrastructure in the Nusa Dua area of ​​Badung Regency of Bali Province will be passed by world leaders attending the November G20 Summit next November,0.3333333333333333,0.16666666666666666,Positive
2022-10-06 21:18:03,humaspolsektbn,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:10:50,bnewsnet,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:08:53,ahimcakep,Reviewing Tahura Ngurah Rai The President shows Indonesia's concern for the environment reviewing a number of readiness of facilities to support the G20 Bali 2022 event.,0.0,0.0,Neutral
2022-10-06 21:08:23,bnewsnet,Posted New Blog The Role of Public Relations of the Bali Regional Police is the spearhead of the precision G20 Summit implementation information,0.2606060606060606,0.06818181818181818,Positive
2022-10-06 21:07:42,delapanenamcom,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:07:31,RianPertamax,Preparation of Internet Infrastructure Summit G20 in Bali has 99 1 percent recovered faster to rise stronger,0.0,0.0,Neutral
2022-10-06 21:04:40,jagabalicom,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:04:29,bnewsnet,Posted New Blog The Role of Public Relations of the Bali Regional Police is the spearhead of the precision G20 Summit implementation information,0.2606060606060606,0.06818181818181818,Positive
2022-10-06 21:04:08,NewsCendana,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:03:57,rakyatnusantar4,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:03:56,delapanenamcom,New Blog Post The role of Public Relations of the Bali Regional Police is the spearhead of the precision G20 Summit implementation information,0.2606060606060606,0.06818181818181818,Positive
2022-10-06 21:03:49,MLindazahra,Preparation of Internet Infrastructure Summit G20 in Bali has 99 1 percent recovered faster to rise stronger,0.0,0.0,Neutral
2022-10-06 21:03:49,lintasbatasnews,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:01:08,ketiklagi,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 21:00:59,bnewsnet,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 20:56:26,ketiklagi,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-06 20:56:24,kabarlensa2021,The role of the Bali Police Public Relations is the spearhead of the information on the implementation of the precision G20 Summit,0.06666666666666667,0.0,Neutral
2022-10-05 07:05:58,nvroost,The Indonesian government continues to finalize the preparation of the G20 Summit in Bali Economic.,0.2,0.2,Positive
2022-10-05 06:51:09,tempodotco,Sandiaga prepares 23 hotels for the G20 Summit delegation in Bali tempobusiness,0.0,0.0,Neutral
2022-10-05 06:48:58,Cah_Beler,To support the success of the implementation of the G20 Summit in Bali Kemenkominfo supports telecommunications infrastructure through an increase in 4G cellular internet speed facilitates the expansion of the 5G network arrangement of aerial cables and preparation of reserve networks,0.0,0.3,Positive
2022-10-05 06:44:04,Cah_Beler,The Minister of Communication and Information said that he had prepared the Media Center for the G20 Summit with a capacity for 1 500 media centers located at the Bali International Convention Center BICC Hotel Westin Nusa Dua Bali and would operate starting on 13 November 2022,0.07500000000000001,-0.05,Negative
2022-10-05 06:28:43,goseolcom,ahead of the G20 Summit Checked for the Readiness of the Airport in Bali,0.0,0.0,Neutral
2022-10-05 06:27:16,kompascom,Coordinating Minister Marves Luhut Binsar Pandjaitan monitored preparations ahead of the G20 Bali Summit in November 2022,0.0,0.0,Neutral
2022-10-05 06:18:01,KompasEkonomi,Luhut Preparation for the G20 Bali Summit is Patent,0.0,0.0,Neutral
2022-10-05 06:00:33,nyeknih,The Indonesian government continues to emit preparations for the G20 Summit in Bali so that it runs smoothly Economic.,0.2,0.2,Positive
2022-10-05 06:00:19,Marquetalove,Jokowi will continue to finalize the preparation of the peak series of the G20 Summit Conference in Bali EconomiTap.,0.0,0.0,Neutral
2022-10-05 06:00:02,_inibiann,finalize in the preparation of the peak series of the G20 Summit event which will be scheduled in Bali on 15 November 1622 Economy Economy to Strengthen MariberinvestadiIndonesia,0.0,0.0,Neutral
2022-10-05 06:00:01,Ekspektasi6,The Indonesian government finalizes the preparation of the highlight of the G20 Summit in Bali on 15 November 1622 Economic.,0.2,0.2,Positive
2022-10-05 06:00:01,fataqi_z,Ahead of the G20 Summit in Bali preparations for the preparation for continuous Economic Economy to Strengthen Success,0.1,0.25,Positive
2022-10-05 06:00:00,zahro1945,The Indonesian government focuses on preparation for the G20 Summit event in Bali EconomiTap to strengthen MariberinvestadiIndonesia,0.0,0.0,Neutral
2022-10-05 06:00:00,KamidiaD,The Indonesian government continues to finalize the preparation of the highlight of the G20 Summit High Level Conference event which is scheduled to take place in Bali on 15 November 1622 Economic.,0.37,0.18,Positive
2022-10-05 05:11:37,ZilaAr_,To support the successful implementation of the G20 Summit in Bali Kominfo supports telecommunications infrastructure through an increase in 4G cellular internet speed facilitates the expansion of 5G networks,0.95,0.75,Positive
2022-10-05 04:42:08,BUMNMamujuJitu,Green Energy Station GES is ready to serve the G20 Summit delegates in Bali in November 2022 for the needs of Vehicles G20 activity which mostly uses environmentally friendly energy vehicles Energizingyou GespertaminDukungung20,0.45,0.21875,Positive
2022-10-05 04:37:52,AryPrasetyo_85,"To support the success of the implementation of the G20 Summit in Bali, supports telecommunications infrastructure through increasing the speed of 4G cellular internet facilitation, the expansion of the 5G network arrangement",0.0,0.3,Positive
2022-10-05 04:11:04,21BeritaTerkini,Ahead of the G20 Luhut Summit Check the readiness of airport services in Bali,0.0,0.0,Neutral
2022-10-05 03:39:32,Bisniscom,Ahead of the G20 Luhut Summit Check the readiness of airport services in Bali,0.0,0.0,Neutral
2022-10-05 00:51:00,SINDOnews,Support connectivity in organizing the G20 Summit in Bali PT Telekomunikasi do 4 of these things SINDOnews is not the story,0.0,0.0,Neutral
2022-10-05 00:39:35,bumnpwtjitu,BUMN BUMN Green Energy Station GES is ready to serve the G20 Summit delegates in Bali in November 2022 for the needs of the vehicle for G20 Energizingyyou GespertaminDukungung20 Pertaminapimpintransisi Energy,0.4,0.0,Neutral
2022-10-04 23:49:37,kihutimes,Head of the National Disaster Management Agency BNPB Lt. Gen. Suharyanto attended the ministerial level meeting discussing the holding of the G20 Summit High Level Conference which was held in Badung Bali on Tuesday 4 10,0.5399999999999999,0.16,Positive
2022-10-04 22:40:30,CEOfficialID,Support connectivity in organizing the G20 Summit in Bali PT Telekomunikasi do these 4 things,0.0,0.0,Neutral
2022-10-04 22:24:42,klikwarta_com,Ahead of the G20 Summit Head of BNPB Affirms Readiness to Face Disaster Potential in Bali,1.0,0.0,Neutral
2022-10-04 22:23:26,detikfinance,PLN stated that as many as 66 SPKLU is ready to fill electric vehicles that will be used in the peak event of the G20 Summit in Bali next month,0.3333333333333333,0.2333333333333333,Positive
2022-10-04 22:07:44,detikcom,The G20 Summit will make Bali crowded by the delegation then there are recommendations for tourists who will come to Bali on the date of the G20 implementation date,0.0,0.0,Neutral
2022-10-04 22:06:19,beritasulselcom,PT Telekomunikasi Ensure the smooth running of the G20 Summit Telecommunications Network in Bali,0.5,0.4,Positive
